sep=	
175	9.670	COMPASS_MAY_2022_182	Standard	Low S Jan 2022	5563	0.242	0.6001	0	0.00	skip		19.07.2022 16:08:47	
176	10.360	COMPASS_MAY_2022_183	Standard	Low S Jan 2022	6213	0.252	0.6001	0	0.00	skip		19.07.2022 16:11:56	
177	10.430	COMPASS_MAY_2022_184	Standard	Low S Jan 2022	5032	0.202	0.6001	0	0.00	skip		19.07.2022 16:15:07	
178	10.670	COMPASS_MAY_2022_185	Standard	Low S Jan 2022	5725	0.225	0.6001	0	0.00	skip		19.07.2022 16:18:17	
179	10.840	COMPASS_MAY_2022_186	Standard	Low S Jan 2022	7012	0.272	0.6001	0	0.00	skip		19.07.2022 16:21:26	
180	10.870	COMPASS_MAY_2022_187	Standard	Low S Jan 2022	6597	0.255	0.6001	0	0.00	skip		19.07.2022 16:24:35	
181	10.400	COMPASS_MAY_2022_196	Standard	Low S Jan 2022	712	0.027	0.6001	0	0.00	skip		19.07.2022 16:27:46	
182	10.320	COMPASS_MAY_2022_197	Standard	Low S Jan 2022	432	0.016	0.6001	0	0.00	skip		19.07.2022 16:30:56	
183	10.630	COMPASS_MAY_2022_198	Standard	Low S Jan 2022	707	0.026	0.6001	0	0.00	skip		19.07.2022 16:34:03	
184	9.990	COMPASS_MAY_2022_199	Standard	Low S Jan 2022	357	0.013	0.6001	0	0.00	skip		19.07.2022 16:37:12	
185	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.6001	0	0.00	ash finger changed, leaks fixed	Snp	18.08.2022 11:35:06	
186	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.6001	0	0.00	position 2	Snp	18.08.2022 11:38:15	
187	100.000	mt	Standard	Low S Jan 2022	29	0.000	0.6001	0	0.00		Su	18.08.2022 11:41:24	
188	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.6001	0	0.00		Snp	18.08.2022 11:44:33	
189	98.500	runin	Standard	Low S Jan 2022	1912	0.008	0.6001	0	0.00			18.08.2022 11:47:45	
190	100.130	runin	Standard	Low S Jan 2022	7139	0.030	0.6001	0	0.00		Spe	18.08.2022 11:57:35	
191	100.230	b2152	Standard	Low S Jan 2022	2009	0.012	0.8694	0	0.00			18.08.2022 12:00:46	
192	99.370	b2152	Standard	Low S Jan 2022	1870	0.012	0.9278	0	0.00			18.08.2022 12:03:56	
193	100.300	b2152	Standard	Low S Jan 2022	2006	0.012	0.8710	0	0.00			18.08.2022 12:10:17	
194	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.8894	0	0.00		Snp	18.08.2022 16:06:16	
195	100.000	mt	Standard	Low S Jan 2022	126	0.000	0.8894	0	0.00			18.08.2022 16:09:28	
196	100.000	mt	Standard	Low S Jan 2022	45	0.000	0.8894	0	0.00			18.08.2022 16:12:40	
197	100.000	mt	Standard	Low S Jan 2022	4342	0.027	0.8894	0	0.00			18.08.2022 16:21:40	
198	100.450	RunIn	Standard	Low S Jan 2022	1841	0.011	0.8894	0	0.00			18.08.2022 16:24:53	
199	100.490	RunIn	Standard	Low S Jan 2022	1580	0.010	0.8894	0	0.00			18.08.2022 16:28:04	
200	100.430	b2152	Standard	Low S Jan 2022	1655	0.012	1.0629	0	0.00			18.08.2022 16:31:14	
201	100.390	b2152	Standard	Low S Jan 2022	1799	0.012	0.9749	0	0.00			18.08.2022 16:34:26	
202	100.000	mt	Standard		173	0.001	1.0189	0	0.00			18.08.2022 17:01:29	
203	10.960	COMPASS_MAY_2022_200	Standard	Low S Jan 2022	395	0.023	1.0189	0	0.00			18.08.2022 17:04:40	
204	10.830	COMPASS_MAY_2022_201	Standard	Low S Jan 2022	850	0.053	1.0189	0	0.00			18.08.2022 17:07:50	
205	10.300	COMPASS_MAY_2022_202	Standard	Low S Jan 2022	4913	0.340	1.0189	0	0.00		Spe	18.08.2022 17:17:41	
206	10.830	COMPASS_MAY_2022_203	Standard	Low S Jan 2022	537	0.032	1.0189	0	0.00			18.08.2022 17:20:53	
207	10.320	COMPASS_MAY_2022_204	Standard	Low S Jan 2022	2542	0.174	1.0189	0	0.00			18.08.2022 17:24:09	
208	10.400	COMPASS_MAY_2022_206	Standard	Low S Jan 2022	753	0.049	1.0189	0	0.00			18.08.2022 17:27:20	
209	100.000	mt	Standard	Low S Jan 2022	0	0.000	1.0189	0	0.00		Snp	18.08.2022 18:22:29	
210	10.350	COMPASS_MAY_2022_129	Standard	Low S Jan 2022	1729	0.117	1.0189	0	0.00			18.08.2022 18:25:44	
211	10.960	COMPASS_MAY_2022_130	Standard	Low S Jan 2022	1897	0.121	1.0189	0	0.00			18.08.2022 18:28:57	
212	10.420	COMPASS_MAY_2022_131	Standard	Low S Jan 2022	2320	0.157	1.0189	0	0.00			18.08.2022 18:32:08	
213	10.350	COMPASS_MAY_2022_132	Standard	Low S Jan 2022	2458	0.167	1.0189	0	0.00			18.08.2022 18:35:17	
214	11.200	COMPASS_MAY_2022_133	Standard	Low S Jan 2022	2543	0.160	1.0189	0	0.00			18.08.2022 18:38:34	
215	10.600	COMPASS_MAY_2022_134	Standard	Low S Jan 2022	2052	0.136	1.0189	0	0.00			18.08.2022 18:41:47	
216	11.200	COMPASS_MAY_2022_135	Standard	Low S Jan 2022	8716	0.556	1.0189	0	0.00		Spe,So	18.08.2022 18:51:39	
217	10.980	COMPASS_MAY_2022_136	Standard	Low S Jan 2022	1928	0.123	1.0189	0	0.00			18.08.2022 18:54:50	
218	11.400	COMPASS_MAY_2022_137	Standard	Low S Jan 2022	5139	0.321	1.0189	0	0.00			18.08.2022 18:58:01	
219	9.910	COMPASS_MAY_2022_138	Standard	Low S Jan 2022	9353	0.675	1.0189	0	0.00		So	18.08.2022 19:01:12	
220	100.000	mt	Standard	Low S Jan 2022	28	0.000	1.0189	0	0.00		Su	18.08.2022 19:04:27	
221	100.590	b2152	Standard	Low S Jan 2022	3725	0.012	0.4652	0	0.00	skip		18.08.2022 19:10:17	
222	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.4652	0	0.00		Snp	22.08.2022 11:24:08	
223	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.4652	0	0.00		Snp	22.08.2022 11:27:19	
224	100.320	runin	Standard	Low S Jan 2022	1959	0.006	0.4652	0	0.00			22.08.2022 11:30:29	
225	100.840	runin	Standard	Low S Jan 2022	1962	0.006	0.4652	0	0.00			22.08.2022 11:33:40	
226	100.950	b2152	Standard	Low S Jan 2022	1749	0.012	1.0092	0	0.00			22.08.2022 11:36:55	
227	100.600	b2152	Standard	Low S Jan 2022	1692	0.012	1.0407	0	0.00			22.08.2022 11:40:06	
228	10.600	COMPASS_MAY_2022_141	Standard	Low S Jan 2022	5336	0.361	1.0249	0	0.00			22.08.2022 11:43:16	
229	10.550	COMPASS_MAY_2022_142	Standard	Low S Jan 2022	6591	0.449	1.0249	0	0.00			22.08.2022 11:46:26	
230	10.020	COMPASS_MAY_2022_143	Standard	Low S Jan 2022	5005	0.358	1.0249	0	0.00			22.08.2022 11:49:43	
231	10.620	COMPASS_MAY_2022_144	Standard	Low S Jan 2022	8351	0.565	1.0249	0	0.00		So	22.08.2022 11:52:54	
232	10.790	COMPASS_MAY_2022_145	Standard	Low S Jan 2022	10512	0.701	1.0249	0	0.00		So	22.08.2022 11:56:05	
233	10.540	COMPASS_MAY_2022_146	Standard	Low S Jan 2022	26662	1.826	1.0249	0	0.00		So	22.08.2022 11:59:17	
234	9.340	COMPASS_MAY_2022_147	Standard	Low S Jan 2022	17777	1.373	1.0249	0	0.00		So	22.08.2022 12:02:30	
235	10.680	COMPASS_MAY_2022_148	Standard	Low S Jan 2022	13625	0.920	1.0249	0	0.00		So	22.08.2022 12:05:41	
236	10.620	COMPASS_MAY_2022_149	Standard	Low S Jan 2022	29196	1.985	1.0249	0	0.00		So	22.08.2022 12:08:52	
237	100.000	MT	Standard	Low S Jan 2022	0	0.000	1.0249	0	0.00		Snp	22.08.2022 12:12:05	
238	100.860	b2152	Standard	Low S Jan 2022	1600	0.012	1.1056	0	0.00			22.08.2022 12:15:17	
239	9.930	COMPASS_MAY_2022_150	Standard	Low S Jan 2022	18399	1.442	1.1056	0	0.00		So	22.08.2022 12:18:27	
240	10.270	COMPASS_MAY_2022_151	Standard	Low S Jan 2022	25498	1.933	1.1056	0	0.00		So	22.08.2022 12:21:38	
241	11.570	COMPASS_MAY_2022_152	Standard	Low S Jan 2022	20971	1.411	1.1056	0	0.00		So	22.08.2022 12:24:55	
242	10.820	COMPASS_MAY_2022_153	Standard	Low S Jan 2022	36763	2.648	1.1056	0	0.00		So	22.08.2022 12:28:22	
243	10.620	COMPASS_MAY_2022_154	Standard	Low S Jan 2022	644	0.044	1.1056	0	0.00			22.08.2022 12:31:33	
244	10.310	COMPASS_MAY_2022_155	Standard	Low S Jan 2022	842	0.060	1.1056	0	0.00			22.08.2022 12:34:43	
245	10.780	COMPASS_MAY_2022_156	Standard	Low S Jan 2022	483	0.031	1.1056	0	0.00			22.08.2022 12:37:58	
246	10.920	COMPASS_MAY_2022_157	Standard	Low S Jan 2022	386	0.024	1.1056	0	0.00			22.08.2022 12:41:10	
247	9.790	COMPASS_MAY_2022_158	Standard	Low S Jan 2022	441	0.031	1.1056	0	0.00			22.08.2022 12:44:20	
248	10.210	COMPASS_MAY_2022_159	Standard	Low S Jan 2022	725	0.052	1.1056	0	0.00			22.08.2022 12:47:31	
249	9.680	COMPASS_MAY_2022_160	Standard	Low S Jan 2022	582	0.043	1.1056	0	0.00			22.08.2022 12:50:45	
250	100.000	MT	Standard	Low S Jan 2022	0	0.000	1.1056	0	0.00		Snp	22.08.2022 14:27:25	
251	99.940	b2152	Standard	Low S Jan 2022	1598	0.012	1.0967	0	0.00			22.08.2022 14:30:38	
252	10.380	COMPASS_MAY_2022_161	Standard	Low S Jan 2022	504	0.034	1.0967	0	0.00			22.08.2022 14:33:49	
253	11.590	COMPASS_MAY_2022_162	Standard	Low S Jan 2022	595	0.036	1.0967	0	0.00			22.08.2022 14:36:59	
254	10.990	COMPASS_MAY_2022_163	Standard	Low S Jan 2022	590	0.038	1.0967	0	0.00			22.08.2022 14:40:10	
255	10.380	COMPASS_MAY_2022_164	Standard	Low S Jan 2022	1238	0.089	1.0967	0	0.00			22.08.2022 14:43:23	
256	10.560	COMPASS_MAY_2022_165	Standard	Low S Jan 2022	521	0.035	1.0967	0	0.00			22.08.2022 14:46:33	
257	9.400	COMPASS_MAY_2022_166	Standard	Low S Jan 2022	329	0.023	1.0967	0	0.00			22.08.2022 14:49:44	
258	10.410	COMPASS_MAY_2022_167	Standard	Low S Jan 2022	471	0.031	1.0967	0	0.00			22.08.2022 14:52:59	
259	10.660	COMPASS_MAY_2022_168	Standard	Low S Jan 2022	748	0.051	1.0967	0	0.00			22.08.2022 14:56:10	
260	10.270	COMPASS_MAY_2022_169	Standard	Low S Jan 2022	604	0.042	1.0967	0	0.00			22.08.2022 14:59:20	
261	10.690	COMPASS_MAY_2022_170	Standard	Low S Jan 2022	509	0.033	1.0967	0	0.00			22.08.2022 15:02:31	
262	100.000	MT	Standard	Low S Jan 2022	0	0.000	1.0967	0	0.00		Snp	22.08.2022 15:05:45	
263	100.130	b2152	Standard	Low S Jan 2022	1425	0.012	1.2365	0	0.00			22.08.2022 15:08:57	
264	10.340	COMPASS_MAY_2022_171	Standard	Low S Jan 2022	344	0.025	1.2365	0	0.00			22.08.2022 15:12:08	
265	9.870	COMPASS_MAY_2022_172	Standard	Low S Jan 2022	2352	0.204	1.2365	0	0.00			22.08.2022 15:15:18	
266	100.000	mt	Standard	Low S Jan 2022	31	0.000	1.2365	0	0.00	ash finger inspected	Su	22.08.2022 15:30:10	
267	100.000	mt	Standard	Low S Jan 2022	0	0.000	1.2365	0	0.00		Snp	22.08.2022 15:33:19	
268	100.670	runin	Standard	Low S Jan 2022	1621	0.014	1.2365	0	0.00			22.08.2022 15:36:29	
269	100.000	mt	Standard	Low S Jan 2022	0	0.000	1.2365	0	0.00		Snp	23.08.2022 10:27:41	
270	100.000	mt	Standard	Low S Jan 2022	1	0.000	1.2365	0	0.00		Su	23.08.2022 10:30:51	
271	48.410	runin	Standard	Low S Jan 2022	819	0.014	1.2365	0	0.00			23.08.2022 10:34:02	
272	52.820	runin	Standard	Low S Jan 2022	794	0.012	1.2365	0	0.00			23.08.2022 10:37:20	
273	50.900	b2152	Standard	Low S Jan 2022	716	0.012	1.2968	0	0.00			23.08.2022 10:40:33	
274	52.490	b2152	Standard	Low S Jan 2022	895	0.012	1.0538	0	0.00			23.08.2022 10:43:43	
275	9.580	COMPASS_MAY_2022_173	Standard	Low S Jan 2022	1919	0.162	1.1753	0	0.00			23.08.2022 10:52:51	
276	10.830	COMPASS_MAY_2022_174	Standard	Low S Jan 2022	1193	0.088	1.1753	0	0.00			23.08.2022 10:56:02	
277	10.800	COMPASS_MAY_2022_175	Standard	Low S Jan 2022	1924	0.144	1.1753	0	0.00			23.08.2022 10:59:12	
278	10.290	COMPASS_MAY_2022_176	Standard	Low S Jan 2022	2199	0.173	1.1753	0	0.00			23.08.2022 11:02:26	
279	10.030	COMPASS_MAY_2022_177	Standard	Low S Jan 2022	2178	0.176	1.1753	0	0.00			23.08.2022 11:05:38	
280	10.410	COMPASS_MAY_2022_178	Standard	Low S Jan 2022	2246	0.175	1.1753	0	0.00			23.08.2022 11:08:48	
281	10.640	COMPASS_MAY_2022_179	Standard	Low S Jan 2022	2123	0.162	1.1753	0	0.00			23.08.2022 11:11:59	
282	10.360	COMPASS_MAY_2022_180	Standard	Low S Jan 2022	3213	0.253	1.1753	0	0.00			23.08.2022 11:15:14	
283	10.620	COMPASS_MAY_2022_181	Standard	Low S Jan 2022	3435	0.264	1.1753	0	0.00			23.08.2022 11:18:25	
284	10.160	COMPASS_MAY_2022_182	Standard	Low S Jan 2022	3586	0.289	1.1753	0	0.00			23.08.2022 11:21:36	
285	9.930	COMPASS_MAY_2022_183	Standard	Low S Jan 2022	2971	0.244	1.1753	0	0.00			23.08.2022 11:24:47	
286	9.460	COMPASS_MAY_2022_184	Standard	Low S Jan 2022	2430	0.209	1.1753	0	0.00			23.08.2022 11:28:01	
287	10.610	COMPASS_MAY_2022_185	Standard	Low S Jan 2022	3146	0.242	1.1753	0	0.00			23.08.2022 11:31:11	
288	100.000	MT	Standard	Low S Jan 2022	0	0.000	1.1753	0	0.00		Snp	23.08.2022 11:34:20	
289	52.700	b2152	Standard	Low S Jan 2022	804	0.012	1.1860	0	0.00			23.08.2022 11:37:32	
290	10.640	COMPASS_MAY_2022_186	Standard	Low S Jan 2022	4165	0.324	1.1860	0	0.00			23.08.2022 13:18:08	
291	10.140	COMPASS_MAY_2022_187	Standard	Low S Jan 2022	3096	0.252	1.1860	0	0.00			23.08.2022 13:21:20	
292	9.750	COMPASS_MAY_2022_188	Standard	Low S Jan 2022	8957	0.765	1.1860	0	0.00		So	23.08.2022 13:24:30	
293	9.470	COMPASS_MAY_2022_189	Standard	Low S Jan 2022	5509	0.483	1.1860	0	0.00			23.08.2022 13:27:40	
294	10.250	COMPASS_MAY_2022_190	Standard	Low S Jan 2022	7216	0.585	1.1860	0	0.00			23.08.2022 13:30:58	
295	11.130	COMPASS_MAY_2022_191	Standard	Low S Jan 2022	3173	0.235	1.1860	0	0.00			23.08.2022 13:34:09	
296	9.830	COMPASS_MAY_2022_192	Standard	Low S Jan 2022	5410	0.457	1.1860	0	0.00			23.08.2022 13:37:20	
297	10.780	COMPASS_MAY_2022_193	Standard	Low S Jan 2022	2196	0.167	1.1860	0	0.00			23.08.2022 13:40:31	
298	10.200	COMPASS_MAY_2022_194	Standard	Low S Jan 2022	1386	0.110	1.1860	0	0.00			23.08.2022 13:43:44	
299	9.650	COMPASS_MAY_2022_195	Standard	Low S Jan 2022	4838	0.415	1.1860	0	0.00			23.08.2022 13:46:55	
300	10.620	COMPASS_MAY_2022_196	Standard	Low S Jan 2022	449	0.032	1.1860	0	0.00			23.08.2022 13:50:06	
301	10.350	COMPASS_MAY_2022_197	Standard	Low S Jan 2022	275	0.018	1.1860	0	0.00			23.08.2022 13:53:17	
302	10.680	COMPASS_MAY_2022_198	Standard	Low S Jan 2022	323	0.022	1.1860	0	0.00			23.08.2022 13:56:32	
303	11.410	COMPASS_MAY_2022_199	Standard	Low S Jan 2022	222	0.013	1.1860	0	0.00			23.08.2022 13:59:43	
304	100.000	mt	Standard	Low S Jan 2022	0	0.000	1.1860	0	0.00		Snp	23.08.2022 14:02:53	
305	51.580	b2152	Standard	Low S Jan 2022	892	0.012	1.0392	0	0.00			23.08.2022 14:06:04	
306	10.520	COMPASS_MAY_2022_207	Standard	Low S Jan 2022	522	0.033	1.0392	0	0.00			23.08.2022 14:09:17	
307	11.000	COMPASS_MAY_2022_208	Standard	Low S Jan 2022	716	0.044	1.0392	0	0.00			23.08.2022 14:12:28	
308	10.690	COMPASS_MAY_2022_209	Standard	Low S Jan 2022	830	0.054	1.0392	0	0.00			23.08.2022 14:15:39	
309	9.040	COMPASS_MAY_2022_210	Standard	Low S Jan 2022	1005	0.078	1.0392	0	0.00			23.08.2022 14:18:51	
310	10.770	COMPASS_MAY_2022_211	Standard	Low S Jan 2022	477	0.029	1.0392	0	0.00			23.08.2022 14:22:03	
311	10.180	COMPASS_MAY_2022_212	Standard	Low S Jan 2022	111	0.005	1.0392	0	0.00			23.08.2022 14:25:14	
312	11.690	COMPASS_MAY_2022_214	Standard	Low S Jan 2022	218	0.011	1.0392	0	0.00			23.08.2022 14:28:24	
313	10.700	COMPASS_MAY_2022_171	Standard	Low S Jan 2022	184	0.009	1.0392	0	0.00			23.08.2022 14:31:39	
314	10.040	COMPASS_MAY_2022_172	Standard	Low S Jan 2022	2229	0.159	1.0392	0	0.00			23.08.2022 14:34:51	
315	100.000	mt	Standard	Low S Jan 2022	0	0.000	1.0392	0	0.00		Snp	23.08.2022 14:38:01	
316	52.010	b2152	Standard	Low S Jan 2022	1434	0.012	0.6383	0	0.00	skip		23.08.2022 14:41:12	
317	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.6383	0	0.00		Snp	24.08.2022 09:26:54	
318	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.6383	0	0.00		Snp	24.08.2022 09:30:04	
319	52.500	b2152	Standard	Low S Jan 2022	892	0.012	1.0583	0	0.00			24.08.2022 09:33:14	
320	55.050	b2152	Standard	Low S Jan 2022	805	0.012	1.2364	0	0.00			24.08.2022 09:36:24	
321	50.200	b2152	Standard	Low S Jan 2022	1667	0.012	0.5272	0	0.00	tin boat error, stacked boats		24.08.2022 09:39:40	
322	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.9406	0	0.00		Snp	14.11.2022 15:12:50	
323	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.9406	0	0.00		Snp	14.11.2022 15:16:00	
324	100.000	mt	Standard	Low S Jan 2022	46	0.000	0.9406	0	0.00			14.11.2022 15:19:10	
325	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.9406	0	0.00		Snp	14.11.2022 15:22:24	
326	53.394	runin	Standard	Low S Jan 2022	1075	0.013	0.9406	0	0.00			14.11.2022 15:25:34	
327	49.386	runin	Standard	Low S Jan 2022	1011	0.013	0.9406	0	0.00			14.11.2022 15:28:44	
328	50.450	runin	Standard	Low S Jan 2022	868	0.011	0.9406	0	0.00			14.11.2022 15:31:54	
329	52.851	b2152	Standard	Low S Jan 2022	864	0.012	1.1014	0	0.00			14.11.2022 15:35:09	
330	49.547	b2152	Standard	Low S Jan 2022	867	0.012	1.0293	0	0.00			14.11.2022 15:38:21	
331	52.047	b2152	Standard	Low S Jan 2022	1117	0.012	0.8280	0	0.00			14.11.2022 15:41:30	
332	10.960	COMPASS_DEC2021_016	Standard	Low S Jan 2022	3454	0.216	0.9863	0	0.00			14.11.2022 15:44:42	
333	10.664	COMPASS_DEC2021_023	Standard	Low S Jan 2022	2197	0.140	0.9863	0	0.00			14.11.2022 15:47:54	
334	10.444	COMPASS_DEC2021_026	Standard	Low S Jan 2022	1938	0.126	0.9863	0	0.00			14.11.2022 15:51:05	
335	10.158	COMPASS_DEC2021_028	Standard	Low S Jan 2022	2711	0.182	0.9863	0	0.00			14.11.2022 15:54:14	
336	9.977	COMPASS_DEC2021_029	Standard	Low S Jan 2022	2827	0.194	0.9863	0	0.00			14.11.2022 15:57:28	
337	10.680	COMPASS_DEC2021_030	Standard	Low S Jan 2022	2238	0.143	0.9863	0	0.00			14.11.2022 16:00:39	
338	10.684	COMPASS_DEC2021_052	Standard	Low S Jan 2022	4894	0.316	0.9863	0	0.00			14.11.2022 16:03:51	
339	2.012	COMPASS_MAY_2022_145	Standard	Low S Jan 2022	3098	1.055	0.9863	0	0.00			14.11.2022 16:07:03	
340	2.507	COMPASS_MAY_2022_146	Standard	Low S Jan 2022	6352	1.750	0.9863	0	0.00			14.11.2022 16:10:19	
341	2.190	COMPASS_MAY_2022_147	Standard	Low S Jan 2022	5757	1.814	0.9863	0	0.00			14.11.2022 16:13:31	
342	2.305	COMPASS_MAY_2022_148	Standard	Low S Jan 2022	5138	1.537	0.9863	0	0.00			14.11.2022 16:16:40	
343	2.301	COMPASS_MAY_2022_149	Standard	Low S Jan 2022	6751	2.028	0.9863	0	0.00			14.11.2022 16:19:52	
344	2.507	COMPASS_MAY_2022_150	Standard	Low S Jan 2022	5818	1.602	0.9863	0	0.00			14.11.2022 16:23:06	
345	2.222	COMPASS_MAY_2022_151	Standard	Low S Jan 2022	6006	1.866	0.9863	0	0.00			14.11.2022 16:26:18	
346	2.236	COMPASS_MAY_2022_152	Standard	Low S Jan 2022	5002	1.542	0.9863	0	0.00			14.11.2022 16:29:30	
347	1.887	COMPASS_MAY_2022_153	Standard	Low S Jan 2022	6653	2.436	0.9863	0	0.00			14.11.2022 16:32:45	
348	100.000	mt	Standard	Low S Jan 2022	0	0.000	0.9863	0	0.00		Snp	14.11.2022 16:35:58	
349	49.900	b2152	Standard	Low S Jan 2022	1030	0.012	0.8641	0	0.00			15.11.2022 08:56:11	
350	0.000		Standard	Low S Jan 2022	0	0.000	0.8641	0	0.00			 	
